# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P13586|3.A.3.2.3	3.A.3.2.3	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|P13586|3.A.3.2.3	37.045	0.0	568	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	8	881	transporter
gnl|TC-DB|P13586|3.A.3.2.3	3.A.3.2.3	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|P13586|3.A.3.2.3	37.045	0.0	568	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	8	881	transporter
gnl|TC-DB|P13586|3.A.3.2.3	3.A.3.2.3	manganese	EX_cpd00030_e0	rxn05149	gnl|TC-DB|P13586|3.A.3.2.3	37.045	0.0	568	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	8	881	transporter
gnl|TC-DB|I6TXB9|3.A.3.2.30	3.A.3.2.30	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|I6TXB9|3.A.3.2.30	28.756	4.22e-92	313	84	LKKGGHDO_00783 Calcium-transporting ATPase 1	14	860	transporter
gnl|TC-DB|Q49LV5|3.A.3.2.32	3.A.3.2.32	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q49LV5|3.A.3.2.32	32.663	1.19e-148	462	97	LKKGGHDO_00783 Calcium-transporting ATPase 1	9	886	transporter
gnl|TC-DB|O59868|3.A.3.2.34	3.A.3.2.34	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|O59868|3.A.3.2.34	37.721	0.0	548	98	LKKGGHDO_00783 Calcium-transporting ATPase 1	8	882	transporter
gnl|TC-DB|Q5IH90|3.A.3.2.36	3.A.3.2.36	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q5IH90|3.A.3.2.36	35.164	2.95e-165	508	94	LKKGGHDO_00783 Calcium-transporting ATPase 1	5	883	transporter
gnl|TC-DB|O76974|3.A.3.2.37	3.A.3.2.37	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|O76974|3.A.3.2.37	34.144	3.30e-170	519	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	5	891	transporter
gnl|TC-DB|Q6RXX1|3.A.3.2.39	3.A.3.2.39	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q6RXX1|3.A.3.2.39	28.973	2.75e-100	334	85	LKKGGHDO_00783 Calcium-transporting ATPase 1	51	866	transporter
gnl|TC-DB|A8R5V4|3.A.3.2.41	3.A.3.2.4	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|A8R5V4|3.A.3.2.41	40.622	0.0	617	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	3	882	transporter
gnl|TC-DB|A8R5V4|3.A.3.2.41	3.A.3.2.4	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|A8R5V4|3.A.3.2.41	40.622	0.0	617	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	3	882	transporter
gnl|TC-DB|A8R5V4|3.A.3.2.41	3.A.3.2.4	potassium	EX_cpd00205_e0	rxn08762,rxn10168,rxn10558,rxn10578,rxn13842,rxn18910	gnl|TC-DB|A8R5V4|3.A.3.2.41	40.622	0.0	617	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	3	882	transporter
gnl|TC-DB|A8R5V4|3.A.3.2.41	3.A.3.2.4	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|A8R5V4|3.A.3.2.41	40.622	0.0	617	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	3	882	transporter
gnl|TC-DB|A8R5V4|3.A.3.2.41	3.A.3.2.41	sodium	EX_cpd00971_e0	rxn05622,rxn34391,rxn34513	gnl|TC-DB|A8R5V4|3.A.3.2.41	40.622	0.0	617	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	3	882	transporter
gnl|TC-DB|Q9LY77|3.A.3.2.42	3.A.3.2.42	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q9LY77|3.A.3.2.42	32.492	1.59e-131	417	85	LKKGGHDO_00783 Calcium-transporting ATPase 1	17	868	transporter
gnl|TC-DB|P04191|3.A.3.2.43	3.A.3.2.43	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|P04191|3.A.3.2.43	33.832	5.35e-154	476	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	9	896	transporter
gnl|TC-DB|P04191|3.A.3.2.43	3.A.3.2.43	potassium	EX_cpd00205_e0	rxn08762,rxn10168,rxn10558,rxn10578,rxn13842,rxn18910	gnl|TC-DB|P04191|3.A.3.2.43	33.832	5.35e-154	476	99	LKKGGHDO_00783 Calcium-transporting ATPase 1	9	896	transporter
gnl|TC-DB|GAT39076.1|3.A.3.2.46	3.A.3.2.46	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|GAT39076.1|3.A.3.2.46	39.977	0.0	591	98	LKKGGHDO_00783 Calcium-transporting ATPase 1	26	884	transporter
gnl|TC-DB|AWW24964.1|3.A.3.2.48	3.A.3.2.48	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|AWW24964.1|3.A.3.2.48	32.528	8.34e-152	471	97	LKKGGHDO_00783 Calcium-transporting ATPase 1	9	889	transporter
gnl|TC-DB|P98194|3.A.3.2.5	3.A.3.2.5	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|P98194|3.A.3.2.5	39.775	0.0	582	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	11	882	transporter
gnl|TC-DB|P98194|3.A.3.2.5	3.A.3.2.5	manganese	EX_cpd00030_e0	rxn05149	gnl|TC-DB|P98194|3.A.3.2.5	39.775	0.0	582	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	11	882	transporter
gnl|TC-DB|Q830Z1|3.A.3.25.3	3.A.3.25.3	Cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|Q830Z1|3.A.3.25.3	35.370	1.34e-84	271	85	LKKGGHDO_01423 Copper-exporting P-type ATPase	3	536	transporter
gnl|TC-DB|A0LQU2|3.A.3.25.4	3.A.3.25.4	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|A0LQU2|3.A.3.25.4	29.154	7.02e-47	176	77	LKKGGHDO_04084 Potassium-transporting ATPase ATP-binding subunit	167	778	transporter
gnl|TC-DB|A0LQU2|3.A.3.25.4	3.A.3.25.4	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|A0LQU2|3.A.3.25.4	29.154	7.02e-47	176	77	LKKGGHDO_04084 Potassium-transporting ATPase ATP-binding subunit	167	778	transporter
gnl|TC-DB|Q9UUX9|3.A.3.2.6	3.A.3.2.6	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q9UUX9|3.A.3.2.6	35.193	1.61e-169	517	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	7	882	transporter
gnl|TC-DB|Q9UUX9|3.A.3.2.6	3.A.3.2.6	manganese	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q9UUX9|3.A.3.2.6	35.193	1.61e-169	517	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	7	882	transporter
gnl|TC-DB|P16615|3.A.3.2.7	3.A.3.2.7	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|P16615|3.A.3.2.7	32.219	9.77e-148	461	95	LKKGGHDO_00783 Calcium-transporting ATPase 1	9	884	transporter
gnl|TC-DB|B0STR2|3.A.3.27.2	3.A.3.27.2	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|B0STR2|3.A.3.27.2	32.692	5.20e-129	402	98	LKKGGHDO_01942 putative copper-importing P-type ATPase A	3	813	transporter
gnl|TC-DB|Q5GCB0|3.A.3.27.4	3.A.3.27.4	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q5GCB0|3.A.3.27.4	43.094	1.25e-156	473	91	LKKGGHDO_01942 putative copper-importing P-type ATPase A	98	811	transporter
gnl|TC-DB|Q9I3G8|3.A.3.27.5	3.A.3.27.5	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9I3G8|3.A.3.27.5	46.437	0.0	638	98	LKKGGHDO_01942 putative copper-importing P-type ATPase A	6	814	transporter
gnl|TC-DB|A5FGV9|3.A.3.27.7	3.A.3.27.7	Copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|A5FGV9|3.A.3.27.7	25.799	2.77e-86	288	98	LKKGGHDO_01942 putative copper-importing P-type ATPase A	1	807	transporter
gnl|TC-DB|O75185|3.A.3.2.9	3.A.3.2.9	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|O75185|3.A.3.2.9	38.155	0.0	546	91	LKKGGHDO_00783 Calcium-transporting ATPase 1	17	875	transporter
gnl|TC-DB|O75185|3.A.3.2.9	3.A.3.2.9	manganese	EX_cpd00030_e0	rxn05149	gnl|TC-DB|O75185|3.A.3.2.9	38.155	0.0	546	91	LKKGGHDO_00783 Calcium-transporting ATPase 1	17	875	transporter
gnl|TC-DB|P11718|3.A.3.3.2	3.A.3.3.2	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|P11718|3.A.3.3.2	38.443	6.18e-167	507	85	LKKGGHDO_02975 Potassium-transporting ATPase ATP-binding subunit	43	820	transporter
gnl|TC-DB|P11718|3.A.3.3.2	3.A.3.3.2	potassium	EX_cpd00205_e0	rxn08762,rxn10168,rxn10558,rxn10578,rxn13842,rxn18910	gnl|TC-DB|P11718|3.A.3.3.2	38.443	6.18e-167	507	85	LKKGGHDO_02975 Potassium-transporting ATPase ATP-binding subunit	43	820	transporter
gnl|TC-DB|Q8REB9|3.A.3.32.4	3.A.3.32.4	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|Q8REB9|3.A.3.32.4	31.796	5.74e-78	261	78	LKKGGHDO_03601 Copper-exporting P-type ATPase B	81	664	transporter
gnl|TC-DB|Q9X6G0|3.A.3.3.3	3.A.3.3.3	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|Q9X6G0|3.A.3.3.3	33.241	1.87e-105	339	92	LKKGGHDO_02975 Potassium-transporting ATPase ATP-binding subunit	42	763	transporter
gnl|TC-DB|Q9X6G0|3.A.3.3.3	3.A.3.3.3	manganese	EX_cpd00030_e0	rxn05149	gnl|TC-DB|Q9X6G0|3.A.3.3.3	33.241	1.87e-105	339	92	LKKGGHDO_02975 Potassium-transporting ATPase ATP-binding subunit	42	763	transporter
gnl|TC-DB|P36640|3.A.3.4.1	3.A.3.4.1	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|P36640|3.A.3.4.1	31.564	7.64e-93	310	75	LKKGGHDO_00783 Calcium-transporting ATPase 1	26	725	transporter
gnl|TC-DB|P36640|3.A.3.4.1	3.A.3.4.1	nickel	EX_cpd00244_e0	rxn05174,rxn08989,rxn08993	gnl|TC-DB|P36640|3.A.3.4.1	31.564	7.64e-93	310	75	LKKGGHDO_00783 Calcium-transporting ATPase 1	26	725	transporter
gnl|TC-DB|Q72RN5|3.A.3.4.2	3.A.3.4.2	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|Q72RN5|3.A.3.4.2	29.847	5.98e-96	316	92	LKKGGHDO_02975 Potassium-transporting ATPase ATP-binding subunit	27	770	transporter
gnl|TC-DB|I4G6G7|3.A.3.4.5	3.A.3.4.5	magnesium	EX_cpd00254_e0	rxn08924,rxn10571	gnl|TC-DB|I4G6G7|3.A.3.4.5	28.513	3.62e-87	295	76	LKKGGHDO_00783 Calcium-transporting ATPase 1	25	725	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.1	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.1	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.1	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.1	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.1	lead	EX_cpd04097_e0	rxn10344	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|O30085|3.A.3.5.10	3.A.3.5.10	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O30085|3.A.3.5.10	64.243	0.0	844	96	LKKGGHDO_03601 Copper-exporting P-type ATPase B	2	664	transporter
gnl|TC-DB|Q9SZC9|3.A.3.5.11	3.A.3.5.11	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9SZC9|3.A.3.5.11	33.121	6.94e-102	332	79	LKKGGHDO_01821 Copper-exporting P-type ATPase	10	718	transporter
gnl|TC-DB|Q7Y051|3.A.3.5.12	3.A.3.5.12	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q7Y051|3.A.3.5.12	34.884	3.50e-102	333	76	LKKGGHDO_03595 Copper-transporting P-type ATPase	161	802	transporter
gnl|TC-DB|Q97UU7|3.A.3.5.13	3.A.3.5.13	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q97UU7|3.A.3.5.13	28.234	6.25e-88	288	95	LKKGGHDO_01821 Copper-exporting P-type ATPase	3	707	transporter
gnl|TC-DB|Q3MNJ6|3.A.3.5.15	3.A.3.5.15	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q3MNJ6|3.A.3.5.15	46.062	0.0	541	82	LKKGGHDO_03595 Copper-transporting P-type ATPase	134	803	transporter
gnl|TC-DB|Q8VPE6|3.A.3.5.16	3.A.3.5.16	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q8VPE6|3.A.3.5.16	41.940	7.21e-164	485	92	LKKGGHDO_03601 Copper-exporting P-type ATPase B	6	665	transporter
gnl|TC-DB|O32220|3.A.3.5.18	3.A.3.5.18	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O32220|3.A.3.5.18	48.082	0.0	585	89	LKKGGHDO_01821 Copper-exporting P-type ATPase	9	718	transporter
gnl|TC-DB|Q7A3E6|3.A.3.5.19	3.A.3.5.19	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q7A3E6|3.A.3.5.19	46.640	0.0	573	90	LKKGGHDO_01821 Copper-exporting P-type ATPase	4	734	transporter
gnl|TC-DB|Q7A3E6|3.A.3.5.19	3.A.3.5.19	iron	EX_cpd10515_e0	rxn05555,rxn08472	gnl|TC-DB|Q7A3E6|3.A.3.5.19	46.640	0.0	573	90	LKKGGHDO_01821 Copper-exporting P-type ATPase	4	734	transporter
gnl|TC-DB|Q7A3E6|3.A.3.5.19	3.A.3.5.19	iron	EX_cpd10516_e0	rxn05195,rxn08477,rxn34370	gnl|TC-DB|Q7A3E6|3.A.3.5.19	46.640	0.0	573	90	LKKGGHDO_01821 Copper-exporting P-type ATPase	4	734	transporter
gnl|TC-DB|Q7A3E6|3.A.3.5.19	3.A.3.5.19	lead	EX_cpd04097_e0	rxn10344	gnl|TC-DB|Q7A3E6|3.A.3.5.19	46.640	0.0	573	90	LKKGGHDO_01821 Copper-exporting P-type ATPase	4	734	transporter
gnl|TC-DB|O67203|3.A.3.5.22	3.A.3.5.2	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O67203|3.A.3.5.22	51.874	0.0	677	99	LKKGGHDO_03601 Copper-exporting P-type ATPase B	1	664	transporter
gnl|TC-DB|O67432|3.A.3.5.21	3.A.3.5.21	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O67432|3.A.3.5.21	36.455	2.77e-105	332	85	LKKGGHDO_03601 Copper-exporting P-type ATPase B	69	664	transporter
gnl|TC-DB|O67203|3.A.3.5.22	3.A.3.5.22	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O67203|3.A.3.5.22	51.874	0.0	677	99	LKKGGHDO_03601 Copper-exporting P-type ATPase B	1	664	transporter
gnl|TC-DB|Q72N56|3.A.3.5.23	3.A.3.5.23	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q72N56|3.A.3.5.23	43.929	0.0	560	96	LKKGGHDO_01821 Copper-exporting P-type ATPase	8	718	transporter
gnl|TC-DB|Q97VH4|3.A.3.5.24	3.A.3.5.24	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q97VH4|3.A.3.5.24	33.876	8.79e-93	301	76	LKKGGHDO_03601 Copper-exporting P-type ATPase B	59	658	transporter
gnl|TC-DB|Q8ZUJ0|3.A.3.5.25	3.A.3.5.25	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q8ZUJ0|3.A.3.5.25	41.018	1.39e-124	389	80	LKKGGHDO_03595 Copper-transporting P-type ATPase	136	803	transporter
gnl|TC-DB|Q978Z8|3.A.3.5.26	3.A.3.5.26	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q978Z8|3.A.3.5.26	32.287	7.10e-107	340	91	LKKGGHDO_03595 Copper-transporting P-type ATPase	143	804	transporter
gnl|TC-DB|B1L487|3.A.3.5.27	3.A.3.5.27	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|B1L487|3.A.3.5.27	45.000	0.0	552	93	LKKGGHDO_03601 Copper-exporting P-type ATPase B	16	666	transporter
gnl|TC-DB|Q9YBZ6|3.A.3.5.28	3.A.3.5.28	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9YBZ6|3.A.3.5.28	36.749	5.65e-120	377	84	LKKGGHDO_01821 Copper-exporting P-type ATPase	25	734	transporter
gnl|TC-DB|O59666|3.A.3.5.29	3.A.3.5.29	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O59666|3.A.3.5.29	31.152	5.21e-84	284	83	LKKGGHDO_01942 putative copper-importing P-type ATPase A	116	814	transporter
gnl|TC-DB|Q5X2N1|3.A.3.5.30	3.A.3.5.30	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q5X2N1|3.A.3.5.30	60.313	0.0	788	94	LKKGGHDO_03595 Copper-transporting P-type ATPase	101	803	transporter
gnl|TC-DB|B1MHH7|3.A.3.5.31	3.A.3.5.31	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|B1MHH7|3.A.3.5.31	41.137	1.31e-149	451	97	LKKGGHDO_01821 Copper-exporting P-type ATPase	6	718	transporter
gnl|TC-DB|Q9S7J8|3.A.3.5.32	3.A.3.5.32	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9S7J8|3.A.3.5.32	40.127	8.66e-140	434	76	LKKGGHDO_01821 Copper-exporting P-type ATPase	24	734	transporter
gnl|TC-DB|Q9WYF3|3.A.3.5.33	3.A.3.5.33	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9WYF3|3.A.3.5.33	33.243	1.16e-120	375	95	LKKGGHDO_01821 Copper-exporting P-type ATPase	10	718	transporter
gnl|TC-DB|Q9HX93|3.A.3.5.34	3.A.3.5.34	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q9HX93|3.A.3.5.34	49.260	0.0	563	91	LKKGGHDO_01821 Copper-exporting P-type ATPase	6	734	transporter
gnl|TC-DB|D1CA99|3.A.3.5.38	3.A.3.5.38	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|D1CA99|3.A.3.5.38	48.266	0.0	609	85	LKKGGHDO_03601 Copper-exporting P-type ATPase B	5	689	transporter
gnl|TC-DB|AMR68964.1|3.A.3.5.39	3.A.3.5.39	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|AMR68964.1|3.A.3.5.39	58.726	0.0	857	95	LKKGGHDO_03595 Copper-transporting P-type ATPase	20	804	transporter
gnl|TC-DB|AMR68964.1|3.A.3.5.39	3.A.3.5.39	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|AMR68964.1|3.A.3.5.39	58.726	0.0	857	95	LKKGGHDO_03595 Copper-transporting P-type ATPase	20	804	transporter
gnl|TC-DB|AMR68964.1|3.A.3.5.39	3.A.3.5.39	zinc	EX_cpd00034_e0	rxn05150,rxn09388,rxn09392,rxn13918	gnl|TC-DB|AMR68964.1|3.A.3.5.39	58.726	0.0	857	95	LKKGGHDO_03595 Copper-transporting P-type ATPase	20	804	transporter
gnl|TC-DB|Q8DVP6|3.A.3.5.40	3.A.3.5.40	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q8DVP6|3.A.3.5.40	42.190	1.01e-167	500	90	LKKGGHDO_03595 Copper-transporting P-type ATPase	125	802	transporter
gnl|TC-DB|P9WPU1|3.A.3.5.41	3.A.3.5.41	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|P9WPU1|3.A.3.5.41	41.557	1.49e-131	407	86	LKKGGHDO_03595 Copper-transporting P-type ATPase	132	803	transporter
gnl|TC-DB|Q59385|3.A.3.5.5	3.A.3.5.5	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|Q59385|3.A.3.5.5	44.131	2.19e-164	494	79	LKKGGHDO_03595 Copper-transporting P-type ATPase	133	803	transporter
gnl|TC-DB|O29777|3.A.3.5.7	3.A.3.5.7	copper	EX_cpd00058_e0	rxn05528,rxn08271,rxn10481,rxn27349,rxn29072,rxn38723,rxn39047	gnl|TC-DB|O29777|3.A.3.5.7	43.931	2.75e-161	486	82	LKKGGHDO_03595 Copper-transporting P-type ATPase	116	802	transporter
gnl|TC-DB|Q88CP1|3.A.3.6.12	3.A.3.6.1	cadmium	EX_cpd01012_e0	rxn05516,rxn08195,rxn10453,rxn18898	gnl|TC-DB|Q88CP1|3.A.3.6.12	54.425	0.0	694	99	LKKGGHDO_04084 Potassium-transporting ATPase ATP-binding subunit	26	778	transporter
gnl|TC-DB|Q88CP1|3.A.3.6.12	3.A.3.6.1	calcium	EX_cpd00063_e0	rxn05513,rxn10447,rxn27351,rxn27352,rxn27353,rxn27614,rxn27615,rxn29073,rxn29074,rxn35678,rxn37862	gnl|TC-DB|Q88CP1|3.A.3.6.12	54.425	0.0	694	99	LKKGGHDO_04084 Potassium-transporting ATPase ATP-binding subunit	26	778	transporter
gnl|TC-DB|Q88CP1|3.A.3.6.12	3.A.3.6.1	cobalt	EX_cpd00149_e0	rxn05166,rxn08239	gnl|TC-DB|Q88CP1|3.A.3.6.12	54.425	0.0	694	99	LKKGGHDO_04084 Potassium-transporting ATPase ATP-binding subunit	26	778	transporter
